batter_id,year,avg_daily_avg,std_daily_avg,games_count,total_H,total_AB,total_HR,CV,season_avg
18,2015,0.2935103244837758,0.26840424998555895,113,126,407,10,0.9144627210563265,0.3095823095823096
18,2016,0.33208020050125314,0.26504894456326533,133,176,527,8,0.7981473877791915,0.33396584440227706
18,2017,0.290633608815427,0.24467374878093498,121,133,426,8,0.8418632304026483,0.31220657276995306
18,2018,0.28549337260677465,0.27924134329543787,97,92,330,6,0.9781009651668936,0.2787878787878788
19,2015,0.3439738727349347,0.2860214956231461,113,143,410,11,0.8315209912572443,0.348780487804878
19,2016,0.34151234567901234,0.23586186017234392,108,147,428,14,0.6906393375132348,0.34345794392523366
19,2017,0.30983796296296295,0.23417607712755747,144,175,564,21,0.7558017580807235,0.3102836879432624
19,2018,0.3292487684729064,0.2560318006755429,116,159,478,20,0.7776241711185368,0.33263598326359833
20,2016,0.24540229885057468,0.3076635383988809,58,42,151,4,1.2537109058877114,0.2781456953642384
20,2017,0.1851063829787234,0.3301155200116692,47,18,86,3,1.7833826943159143,0.20930232558139536
22,2017,0.20148148148148148,0.31129458875421256,45,21,99,6,1.545028289772746,0.21212121212121213
23,2013,0.25555555555555554,0.26309837591455065,102,97,343,8,1.0295153840134592,0.282798833819242
23,2014,0.27281746031746035,0.327680785523815,84,63,221,7,1.2010990247563837,0.2850678733031674
23,2016,0.27281746031746035,0.327680785523815,84,63,221,7,1.2010990247563837,0.2850678733031674
24,2006,0.2330917874396135,0.30727152564267596,69,40,145,1,1.3182426074203923,0.27586206896551724
24,2007,0.2375974025974026,0.28211049919326925,110,81,334,4,1.1873467306849812,0.24251497005988024
24,2008,0.26403508771929823,0.30066234791792307,95,70,258,3,1.138721184805423,0.2713178294573643
24,2009,0.2588985088985089,0.2583459478091953,99,91,341,12,0.9978657231682619,0.2668621700879765
24,2010,0.3042397660818713,0.24475632940582415,114,127,401,10,0.8044850039095807,0.3167082294264339
24,2011,0.26277056277056277,0.2399880617141661,77,79,281,8,0.9132988839534163,0.28113879003558717
24,2012,0.2597560975609756,0.2497988884094247,123,116,427,5,0.9616670821395693,0.2716627634660422
24,2013,0.296039603960396,0.2843623325857687,101,106,352,10,0.9605550364937339,0.30113636363636365
24,2014,0.2927083333333333,0.22641813403837915,112,130,430,16,0.773528144757452,0.3023255813953488
24,2015,0.21813186813186813,0.2524649878139608,91,72,293,4,1.157396165796999,0.24573378839590443
24,2016,0.2800595238095238,0.2597530906392994,112,109,366,10,0.9274924384145016,0.2978142076502732
24,2017,0.23039215686274508,0.3087306325153396,68,40,183,5,1.3400223198538146,0.2185792349726776
24,2018,0.3089201877934272,0.27914027573786604,71,70,235,14,0.903599980731998,0.2978723404255319
28,2018,0.2619298245614035,0.28443323386440733,95,88,298,3,1.0859138868232563,0.2953020134228188
30,2016,0.3011904761904762,0.31172146889534924,56,48,143,6,1.0349645607592624,0.3356643356643357
30,2017,0.27059620596205963,0.2606308140341487,123,109,393,22,0.9631724624797281,0.27735368956743
30,2018,0.23471074380165288,0.2480907351269511,121,106,421,27,1.0570063010690522,0.2517814726840855
31,2017,0.30303030303030304,0.3304450223748784,77,60,209,4,1.0904685738370987,0.28708133971291866
33,2016,0.22891156462585036,0.3283618062633765,49,27,107,0,1.4344483067077667,0.2523364485981308
33,2017,0.23434343434343435,0.29816932589544975,66,42,178,3,1.2723604855021347,0.23595505617977527
33,2018,0.21052631578947367,0.3585175736837928,38,16,83,2,1.7029584749980158,0.1927710843373494
35,2012,0.1735042735042735,0.27465336869310913,39,16,79,0,1.5829775436992004,0.20253164556962025
35,2013,0.2653846153846154,0.27621037768255774,39,36,137,0,1.040792727499493,0.26277372262773724
35,2014,0.1873737373737374,0.27058121371261756,66,41,192,2,1.4440722456899804,0.21354166666666666
35,2015,0.2639492753623188,0.2622723697485784,92,88,288,4,0.9936468641126651,0.3055555555555556
35,2016,0.32396593673965934,0.263079901890804,137,171,526,7,0.8120603806017307,0.32509505703422054
35,2017,0.28948087431693986,0.28784848979056904,122,114,390,2,0.9943609935190966,0.2923076923076923
35,2018,0.2227642276422764,0.3193690850193936,41,25,100,2,1.4336641407804895,0.25
36,2009,0.22916666666666666,0.2417099057401286,104,81,327,4,1.054734134138743,0.24770642201834864
36,2010,0.19371980676328504,0.28812416545007463,69,36,180,2,1.4873242455901607,0.2
36,2011,0.2471976401179941,0.30526873613952427,113,74,314,4,1.23491767960977,0.2356687898089172
36,2012,0.28937198067632847,0.2503261110693623,69,62,219,4,0.8650668612914525,0.2831050228310502
36,2013,0.2814814814814815,0.244178643366989,126,129,458,15,0.8674767593300924,0.2816593886462882
36,2014,0.2836206896551724,0.24102220675266836,116,128,438,12,0.8498047411340283,0.2922374429223744
36,2015,0.2896011396011396,0.25590466166281356,117,135,445,16,0.8836452163664296,0.30337078651685395
36,2016,0.2803782505910165,0.254376639949811,141,156,510,17,0.9072623836321254,0.3058823529411765
36,2017,0.26325757575757575,0.2531124207242051,132,133,472,15,0.9614630082185632,0.2817796610169492
36,2018,0.30324334458192725,0.2801631736190469,127,117,413,10,0.9238889447196268,0.28329297820823246
37,2014,0.11822916666666666,0.19187620033365338,32,11,74,0,1.6229176415886102,0.14864864864864866
38,2016,0.25821256038647344,0.3653342903371181,69,37,144,2,1.4148587109407567,0.2569444444444444
38,2017,0.20142118863049097,0.25170452777905866,129,78,352,4,1.2496427485631263,0.2215909090909091
38,2018,0.22543859649122808,0.2674326253045156,114,76,310,6,1.1862770149694466,0.24516129032258063
39,2014,0.21140350877192982,0.2581728726639342,38,25,94,2,1.221232675671722,0.26595744680851063
39,2015,0.21444444444444447,0.259311442559761,45,28,116,1,1.2092243435429268,0.2413793103448276
39,2018,0.22845528455284553,0.33375481483083397,41,21,97,3,1.4609196521064975,0.21649484536082475
40,2017,0.17205882352941176,0.2736682042131076,34,14,76,0,1.5905502467086596,0.18421052631578946
40,2018,0.23464912280701752,0.3629082888421272,38,17,74,0,1.546599810392617,0.22972972972972974
41,2009,0.20277777777777778,0.23247238608791856,78,59,242,0,1.1464391642691873,0.24380165289256198
41,2010,0.21793478260869567,0.2684604696840492,92,69,282,0,1.2318385641362855,0.24468085106382978
41,2011,0.26910569105691057,0.2564174764974511,123,113,406,2,0.9528504413651506,0.27832512315270935
41,2012,0.265374677002584,0.2534964901129192,129,115,419,2,0.9552399384001921,0.2744630071599045
41,2013,0.28101449275362317,0.2685776461841771,115,111,372,7,0.9557430421200733,0.29838709677419356
41,2014,0.2845052083333333,0.2759869238295369,128,123,427,5,0.9700593020644592,0.28805620608899296
41,2015,0.2706106870229008,0.2651143283539843,131,125,449,8,0.9796890554124665,0.27839643652561247
41,2016,0.2638095238095238,0.24323603102494248,105,97,358,3,0.9220138360151249,0.2709497206703911
41,2017,0.25853658536585367,0.21975750370261385,41,38,144,3,0.8500054388497328,0.2638888888888889
41,2018,0.24807162534435262,0.23087183877244438,121,119,453,10,0.9306660463564388,0.26269315673289184
43,2008,0.2374113475177305,0.2594185918467972,94,71,278,0,1.0926966826108562,0.25539568345323743
43,2009,0.26458333333333334,0.33140622013220694,48,34,116,0,1.2525589422319632,0.29310344827586204
43,2010,0.28221153846153846,0.27296629021497626,104,102,348,1,0.9672400062132038,0.29310344827586204
43,2011,0.27852233676975946,0.2612177541113949,97,97,335,4,0.937870036353065,0.28955223880597014
43,2012,0.28186666666666665,0.24125396722646647,125,124,441,5,0.8559152101222793,0.2811791383219955
43,2013,0.2857954545454545,0.264726415714522,88,93,310,1,0.9262793074702957,0.3
43,2014,0.26559139784946234,0.2644678613769813,31,27,93,0,0.9957696804882293,0.2903225806451613
43,2017,0.35085784313725493,0.286071157605498,136,176,476,5,0.8153477632067284,0.3697478991596639
43,2018,0.2954918032786885,0.25289904856691525,122,125,424,4,0.8558580839157742,0.294811320754717
44,2015,0.2777777777777778,0.369891125122575,81,47,182,3,1.33160805044127,0.25824175824175827
44,2016,0.22657232704402513,0.29750086302739787,106,81,306,15,1.3130503045484043,0.2647058823529412
44,2017,0.21781135531135531,0.27770282384651007,104,76,308,6,1.2749694498229514,0.24675324675324675
44,2018,0.25697278911564625,0.27507078615560826,98,84,323,13,1.0704276787524662,0.26006191950464397
45,2012,0.2171641791044776,0.29437730532318745,67,39,163,2,1.3555518526909662,0.2392638036809816
45,2013,0.22054794520547943,0.34211263293057204,73,35,162,1,1.5511939257100473,0.21604938271604937
45,2014,0.28152777777777777,0.26016043883944073,120,113,398,5,0.9241022001203618,0.28391959798994976
45,2015,0.2902116402116402,0.2836294126831297,126,118,397,8,0.9773192159910942,0.2972292191435768
45,2016,0.3103864734299517,0.24710983811797277,138,153,479,8,0.7961359765045971,0.31941544885177453
45,2017,0.24034391534391536,0.27359624083352524,126,103,380,4,1.138353098900083,0.2710526315789474
45,2018,0.2700520833333333,0.26565885160755576,128,115,415,4,0.9837319095207466,0.27710843373493976
46,2017,0.315530303030303,0.3021755254086247,44,48,151,0,0.9576751345483424,0.31788079470198677
46,2018,0.25046457607433215,0.35408102359434057,82,45,185,0,1.413697015139009,0.24324324324324326
48,2012,0.22314814814814815,0.28069826240861206,72,48,194,2,1.2579009269763528,0.24742268041237114
48,2013,0.284640522875817,0.31499634407320004,102,83,301,5,1.1066461686153757,0.2757475083056478
48,2014,0.21825396825396823,0.33191081050282395,84,44,183,0,1.520754986303848,0.24043715846994534
48,2015,0.26344086021505375,0.33927543481810574,62,43,171,0,1.2878618546156668,0.25146198830409355
48,2016,0.2895189003436426,0.2668870572307632,97,98,308,1,0.9218294795745057,0.3181818181818182
48,2017,0.21785714285714283,0.2753300524945248,56,44,164,0,1.2638100770240484,0.2682926829268293
48,2018,0.2053921568627451,0.3070271671968734,68,37,159,0,1.4948339405289301,0.23270440251572327
52,2018,0.25438596491228066,0.29187403723439714,38,25,95,1,1.147366904990389,0.2631578947368421
55,2017,0.2791666666666667,0.3133086552153257,68,55,181,6,1.1222996604728084,0.30386740331491713
56,2016,0.21403508771929824,0.2777962566952948,76,41,188,0,1.2979005435763773,0.21808510638297873
57,2008,0.2269927536231884,0.2560839967235876,92,65,261,1,1.1281593470983269,0.24904214559386972
57,2009,0.21846153846153846,0.2780313212540821,65,43,180,3,1.2726785832053054,0.2388888888888889
57,2010,0.17520325203252032,0.296861404980401,41,19,85,0,1.6943829611410357,0.2235294117647059
57,2011,0.17546296296296296,0.23756322837921304,36,20,109,0,1.3539223569897103,0.1834862385321101
57,2012,0.22377450980392158,0.30546862262249963,68,38,177,0,1.3650733628694396,0.21468926553672316
57,2013,0.2820987654320987,0.2576169876884655,81,78,248,1,0.9132155799897467,0.31451612903225806
57,2014,0.21855072463768116,0.23947397292917652,115,86,341,3,1.0957363482833673,0.25219941348973607
57,2015,0.29728682170542636,0.26997291770099774,129,126,410,3,0.9081227218625478,0.3073170731707317
57,2016,0.2814814814814815,0.2820549640831694,135,129,416,7,1.0020373724007332,0.31009615384615385
57,2017,0.28507751937984493,0.26247974176130495,86,83,283,7,0.9207311131803764,0.29328621908127206
57,2018,0.2963709677419355,0.28265549784166916,124,125,402,16,0.9537219519011422,0.31094527363184077
58,2014,0.27868217054263567,0.38342520606083735,43,26,85,3,1.3758512261988323,0.3058823529411765
58,2015,0.23854166666666665,0.2570784265081116,48,36,153,7,1.077708687544922,0.23529411764705882
58,2016,0.3241293532338308,0.27458913762869813,134,160,492,37,0.8471591199289077,0.3252032520325203
58,2017,0.3369463869463869,0.23584446762929448,143,185,544,35,0.6999465694428734,0.3400735294117647
58,2018,0.3397342995169082,0.2563731255342905,138,176,527,44,0.7546283254262087,0.33396584440227706
63,2004,0.14390243902439026,0.2954458988254725,41,12,74,2,2.0530986189566733,0.16216216216216217
63,2005,0.1405982905982906,0.22822717700678508,39,17,99,0,1.6232571252154318,0.1717171717171717
63,2006,0.25277777777777777,0.3966353540556432,30,14,52,2,1.569106895165182,0.2692307692307692
63,2007,0.20925925925925926,0.24428205284135798,36,25,108,6,1.1673655622507373,0.23148148148148148
63,2008,0.25649717514124293,0.33462418087286044,59,33,146,2,1.3045920708038832,0.22602739726027396
63,2011,0.2,0.2753495398456862,88,54,271,9,1.376747699228431,0.1992619926199262
63,2012,0.17624113475177305,0.30458938624511706,47,18,117,3,1.7282536603847687,0.15384615384615385
63,2013,0.24,0.27207852345500755,80,60,249,9,1.133660514395865,0.24096385542168675
63,2014,0.23187134502923976,0.32087245744372644,57,37,151,7,1.383838341056172,0.24503311258278146
63,2015,0.2757936507936508,0.3992235414605022,42,19,83,2,1.447544351770454,0.2289156626506024
63,2016,0.27317708333333335,0.321558665555293,128,97,345,19,1.1771070312033605,0.2811594202898551
63,2017,0.17872340425531916,0.2992886519632113,47,18,106,0,1.6745912669370155,0.16981132075471697
64,2015,0.2125,0.3175218194393982,64,31,132,0,1.4942203267736387,0.23484848484848486
64,2016,0.2840909090909091,0.358235601337031,44,26,91,3,1.2609893167063488,0.2857142857142857
65,2015,0.17074074074074075,0.29379430797486317,45,18,85,0,1.7207041898744697,0.21176470588235294
67,2001,0.3496078431372549,0.32779099183669963,85,82,245,20,0.9375962189384005,0.3346938775510204
67,2002,0.24117647058823527,0.2746205090581195,102,76,298,7,1.1386704034117152,0.2550335570469799
67,2003,0.313510101010101,0.2370758797422152,132,153,479,31,0.7561985370754508,0.31941544885177453
67,2004,0.30968992248062016,0.2635700550785474,129,153,473,23,0.8510772742210918,0.32346723044397463
67,2005,0.2995934959349594,0.24194174484586692,123,146,461,23,0.8075667467039791,0.31670281995661603
67,2006,0.2848118279569892,0.26089634334881573,124,123,423,13,0.9160305778740865,0.2907801418439716
67,2007,0.2925141242937853,0.27735521241519856,118,114,393,21,0.9481771626748459,0.2900763358778626
67,2008,0.31915204678362574,0.2569508871128955,114,133,410,31,0.8051049325937724,0.32439024390243903
67,2009,0.3234042553191489,0.2656265462271244,94,111,336,19,0.8213452416233452,0.33035714285714285
67,2012,0.35846560846560843,0.28321759229528437,126,151,416,16,0.7900830250008671,0.3629807692307692
67,2013,0.314026402640264,0.2563063777901939,101,110,345,10,0.8161937201306227,0.3188405797101449
67,2014,0.3608757062146893,0.25683789307148236,118,154,422,18,0.7117073514466126,0.36492890995260663
67,2015,0.32325581395348835,0.2889938439836826,129,129,408,21,0.8940097331869319,0.3161764705882353
67,2016,0.37467532467532466,0.28368445988579577,143,193,529,23,0.7571474319308934,0.3648393194706994
67,2017,0.3351063829787234,0.2582390056148492,94,121,356,17,0.7706179850093913,0.3398876404494382
67,2018,0.3116438356164384,0.2710388811384584,73,80,254,10,0.8697071790376907,0.31496062992125984
69,2007,0.2046666666666667,0.3420300871251917,50,23,94,4,1.6711567774846496,0.24468085106382978
69,2008,0.2632738095238095,0.297708375950097,120,102,383,23,1.1307937408911666,0.26631853785900783
69,2009,0.2813813813813814,0.25911405720279757,111,104,360,23,0.9208642587890243,0.28888888888888886
69,2010,0.2554093567251462,0.25912544478662397,114,98,370,15,1.014549537687755,0.2648648648648649
69,2013,0.20333333333333334,0.2550391025317975,90,64,279,3,1.2542906681891681,0.22939068100358423
69,2014,0.22125,0.32447051968315993,80,48,186,7,1.466533422296768,0.25806451612903225
69,2017,0.3077519379844961,0.3837359658638705,43,28,90,4,1.2469002417239117,0.3111111111111111
71,2015,0.2813095238095238,0.23978297422625405,140,148,511,19,0.8523812879816057,0.2896281800391389
71,2016,0.2677156177156177,0.22807811705065864,143,148,526,20,0.8519417693925343,0.2813688212927757
71,2017,0.29810874704491724,0.2523468590966778,141,159,526,23,0.8464926359864767,0.30228136882129275
71,2018,0.28578811369509044,0.25225631784424,129,147,511,20,0.8826690326014547,0.2876712328767123
72,2014,0.23173076923076924,0.3215780062612235,52,32,123,3,1.3877225166459437,0.2601626016260163
72,2017,0.23625730994152047,0.272847305257733,114,94,356,9,1.1548734950265431,0.2640449438202247
72,2018,0.2937956204379562,0.2454072187607652,137,154,513,11,0.8352991048503065,0.3001949317738791
73,2007,0.26371527777777776,0.2743412609081018,96,87,319,5,1.04029339225192,0.2727272727272727
73,2008,0.3492,0.2594698896903338,125,168,470,9,0.7430409212208872,0.3574468085106383
73,2009,0.34812030075187966,0.27898214265995797,133,172,482,23,0.8013957877705057,0.35684647302904565
73,2010,0.31313131313131315,0.26323354877427413,132,150,473,24,0.8406490751178431,0.3171247357293869
73,2011,0.30452196382428937,0.2549488641707325,129,143,475,13,0.8372101012649426,0.30105263157894735
73,2012,0.2869146005509642,0.23226149267472618,121,127,437,7,0.8095143719724014,0.2906178489702517
73,2013,0.29848484848484846,0.2635934018170437,121,131,434,16,0.8831047979657303,0.30184331797235026
73,2014,0.31506666666666666,0.2638240969317696,125,149,463,17,0.8373595966941482,0.32181425485961124
73,2015,0.3235224586288416,0.26311678047325365,141,167,512,28,0.8132875275132356,0.326171875
73,2018,0.3596866096866097,0.25892349456090097,117,164,453,20,0.7198585868584256,0.3620309050772627
74,2018,0.15811965811965814,0.26682757740791546,39,13,81,0,1.687504138201411,0.16049382716049382
75,2018,0.26680327868852455,0.2656877340040007,122,116,430,5,0.9958188494159167,0.26976744186046514
76,2014,0.2193939393939394,0.31062732948449845,55,33,140,6,1.4158428001365262,0.2357142857142857
76,2015,0.2015151515151515,0.2614089945155097,77,47,225,16,1.2972175667686947,0.2088888888888889
76,2017,0.29572649572649573,0.3975016633294477,39,20,85,3,1.3441530233972654,0.23529411764705882
76,2018,0.23333333333333334,0.28826244655736566,36,22,85,4,1.2354104852458527,0.25882352941176473
77,2017,0.22592592592592592,0.30005377370664815,45,30,117,1,1.3281068672261476,0.2564102564102564
77,2018,0.23888888888888887,0.3229216876386315,30,15,57,0,1.35176520406869,0.2631578947368421
79,2013,0.2328525641025641,0.21446424468415767,104,98,404,14,0.9210302042870915,0.24257425742574257
79,2014,0.2328525641025641,0.21446424468415767,104,98,404,14,0.9210302042870915,0.24257425742574257
79,2015,0.2328525641025641,0.21446424468415767,104,98,404,14,0.9210302042870915,0.24257425742574257
79,2016,0.2328525641025641,0.21446424468415767,104,98,404,14,0.9210302042870915,0.24257425742574257
79,2017,0.3002314814814815,0.24502815364864242,144,177,572,22,0.8161307816207674,0.3094405594405594
79,2018,0.3396697388632873,0.28371264379556227,124,173,498,24,0.8352602876694676,0.3473895582329317
82,2018,0.09917695473251029,0.20979323873240688,81,22,177,2,2.1153426146047667,0.12429378531073447
83,2003,0.12808641975308643,0.27314888841411494,54,15,99,0,2.1325358999077886,0.15151515151515152
83,2005,0.2746376811594203,0.3510559316139542,69,47,174,1,1.2782511494122872,0.27011494252873564
83,2006,0.23277153558052432,0.29712903871082036,89,54,233,3,1.2764835613159942,0.2317596566523605
83,2007,0.2238993710691824,0.28004174734058657,106,69,284,2,1.250748253571721,0.24295774647887325
83,2008,0.23794642857142856,0.23426679243371232,112,89,361,3,0.9845358631360518,0.24653739612188366
83,2009,0.2729885057471264,0.264453270416312,116,110,382,15,0.9687340853144903,0.2879581151832461
83,2010,0.25103092783505154,0.24123302129120497,97,82,305,7,0.9609693250614736,0.26885245901639343
83,2014,0.2578666666666667,0.22639032807335494,125,115,422,7,0.877935605248274,0.2725118483412322
83,2015,0.2545454545454545,0.29819301771776535,88,66,246,5,1.1714725696055068,0.2682926829268293
83,2017,0.2897101449275363,0.2727431101530224,115,122,419,19,0.9414344472515529,0.2911694510739857
83,2018,0.2584770114942529,0.2753170828068804,116,95,362,12,1.065151137485207,0.26243093922651933
84,2008,0.27892156862745093,0.32372492119464297,68,59,200,6,1.1606306489227975,0.295
84,2009,0.25052910052910055,0.2768709005851444,126,101,384,23,1.105144671818211,0.2630208333333333
84,2010,0.20288461538461539,0.23919410617705408,104,68,316,15,1.17896621054093,0.21518987341772153
84,2011,0.2937254901960784,0.2907750142850343,85,88,291,18,0.9899549885538551,0.3024054982817869
84,2012,0.25846994535519124,0.24979556289063676,122,109,398,11,0.9664394927904129,0.27386934673366836
84,2013,0.276,0.2552969316256876,125,125,435,21,0.9249888827017666,0.28735632183908044
84,2014,0.29798850574712643,0.2988880776453299,116,124,398,19,1.0030188140846172,0.31155778894472363
84,2015,0.2661993769470405,0.3231580438413974,107,77,304,7,1.2139699481929616,0.2532894736842105
84,2016,0.30324483775811206,0.27681452595763295,113,117,380,25,0.9128416760665135,0.3078947368421053
84,2017,0.2991358024691358,0.24828865769394948,135,138,459,27,0.8300198626995422,0.3006535947712418
84,2018,0.2582568807339449,0.3028467798812112,109,86,317,26,1.1726571583322212,0.27129337539432175
86,2016,0.3147849462365591,0.30531277579382365,62,64,207,4,0.9699090742553579,0.30917874396135264
86,2017,0.29666666666666663,0.28699928526668794,105,109,382,6,0.9674133211236673,0.28534031413612565
86,2018,0.3177083333333333,0.25041304461506364,128,161,515,8,0.7881853207556102,0.312621359223301
87,2013,0.2112121212121212,0.2632339173901653,110,73,327,3,1.246301187069649,0.22324159021406728
87,2018,0.27416666666666667,0.2622342592467449,120,119,420,11,0.9564775413255134,0.2833333333333333
90,2017,0.30526315789473685,0.25397818330916305,133,162,515,31,0.8319974970472582,0.3145631067961165
90,2018,0.3032846715328467,0.2656140331535246,137,167,506,33,0.8757911562462785,0.3300395256916996
91,2017,0.24383333333333332,0.25228089692639094,100,87,359,31,1.0346448267657866,0.24233983286908078
91,2018,0.30472813238770685,0.25591670148652096,141,167,528,43,0.8398197418836181,0.3162878787878788
95,2017,0.28755020080321286,0.20656310304257408,83,101,336,18,0.7183549253854881,0.3005952380952381
95,2018,0.3038194444444444,0.24901296020730398,144,172,564,43,0.8196083718823264,0.3049645390070922
96,2016,0.25277777777777777,0.3128912644933163,54,34,118,3,1.2378115957977347,0.288135593220339
96,2017,0.26848184818481846,0.3224119258727792,101,77,297,3,1.2008704798949246,0.25925925925925924
96,2018,0.29194756554307116,0.3494052699572951,89,61,228,1,1.1968083012007413,0.2675438596491228
99,2008,0.20887096774193548,0.31602203212741453,62,29,130,1,1.5130012348957298,0.2230769230769231
99,2009,0.22175141242937854,0.3292167390590981,59,27,114,4,1.484620708623194,0.23684210526315788
99,2010,0.14189189189189189,0.2567490735200813,37,11,60,1,1.8094696609986682,0.18333333333333332
99,2013,0.268694885361552,0.2531715068022661,108,109,395,12,0.94222674339931,0.2759493670886076
99,2014,0.2428374655647383,0.2495999247525649,121,110,419,16,1.027847676519354,0.26252983293556087
99,2015,0.2838487972508591,0.3571885266441892,97,62,214,6,1.2583760442307392,0.2897196261682243
99,2016,0.2898148148148148,0.3331196904449276,54,44,133,5,1.1494225740591753,0.3308270676691729
99,2017,0.2982188295165394,0.26469020682949335,131,148,474,17,0.8875704034470213,0.31223628691983124
99,2018,0.2833333333333333,0.2567604446286965,79,80,287,17,0.9062133339836348,0.2787456445993031
100,2010,0.2546448087431694,0.3347488161064035,61,41,173,3,1.3145715310616275,0.23699421965317918
100,2011,0.23615819209039549,0.30796875407875596,118,79,327,2,1.3040782170320526,0.2415902140672783
100,2012,0.17656249999999998,0.24953264063582958,96,50,244,0,1.4132822124507163,0.20491803278688525
100,2013,0.2383333333333333,0.34708455320689496,50,24,101,0,1.4562988246443147,0.2376237623762376
100,2014,0.26359649122807016,0.2526410207787265,76,66,235,2,0.9584384814900108,0.28085106382978725
100,2015,0.22463768115942032,0.2426134448951507,92,65,265,2,1.080021141791316,0.24528301886792453
100,2016,0.2325545171339564,0.2716552181248033,107,86,316,4,1.1681356331957382,0.2721518987341772
100,2017,0.26476190476190475,0.2673000719216671,105,82,304,6,1.0095866025818363,0.26973684210526316
100,2018,0.24660493827160493,0.28560805095588004,108,87,316,6,1.1581603067547577,0.27531645569620256
101,2013,0.22892720306513412,0.30387739531457664,87,58,222,4,1.327397492503841,0.26126126126126126
101,2015,0.19261363636363635,0.29306433541218213,88,48,217,5,1.5215139537623616,0.22119815668202766
101,2016,0.23190104166666667,0.3178629657899432,128,80,323,12,1.3706836481003728,0.2476780185758514
101,2017,0.2576388888888889,0.30968884252783224,72,56,203,9,1.2020267742320172,0.27586206896551724
103,2006,0.19444444444444445,0.35411414176339445,36,12,61,0,1.8211584433546,0.19672131147540983
103,2007,0.2504716981132076,0.26651243106270184,106,80,328,3,1.0640420976514648,0.24390243902439024
103,2008,0.18945578231292518,0.32397798489076013,49,18,93,0,1.7100453780589493,0.1935483870967742
103,2009,0.21775362318840583,0.2734910242417813,92,67,261,5,1.255965435785884,0.2567049808429119
103,2010,0.2299019607843137,0.3472784862317357,34,20,70,0,1.5105503452297246,0.2857142857142857
103,2013,0.3107476635514019,0.26765982839045405,107,122,383,9,0.8613414026399574,0.3185378590078329
103,2014,0.3306791569086651,0.2619657895914277,122,162,470,12,0.7922053268805922,0.3446808510638298
103,2015,0.2916010498687664,0.2456398800820414,127,149,491,12,0.842383387140034,0.3034623217922607
103,2016,0.3253846153846154,0.230045265596034,130,166,511,16,0.7069949060871021,0.324853228962818
