batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,height,weight,BMI,birth_year,age,position_group,career_years,career_group,HR_per_AB,batter_type,CV,std_daily_avg,games_count,consistency_level
19,구자욱,2017,삼성,0.31,144,564,108,175,39,10,21,297,107,10,4,63,10,138,1,0.527,0.383,5,189cm/75kg,1993년 02월 12일,외야수(우투좌타),본리초-경복중-대구고-삼성-상무,13000만원,0.91,189.0,75.0,20.99605274208449,1993.0,25.0,외야수,4,5년차 이하,0.0372340425531914,장타형,0.7558017580807235,0.2341760771275574,144,매우 안정
19,구자욱,2018,삼성,0.333,116,478,100,159,26,5,20,255,84,10,0,43,5,110,4,0.5329999999999999,0.392,4,189cm/75kg,1993년 02월 12일,외야수(우투좌타),본리초-경복중-대구고-삼성-상무,13000만원,0.925,189.0,75.0,20.99605274208449,1993.0,26.0,외야수,4,5년차 이하,0.0418410041841004,장타형,0.7776241711185368,0.2560318006755429,116,매우 안정
20,국해성,2016,두산,0.278,58,151,28,42,11,0,4,65,24,1,1,21,1,36,1,0.43,0.368,1,180cm/94kg,1989년 10월 08일,외야수(우투양타),군산중앙초-동인천중-인천고,,0.7979999999999999,180.0,94.0,29.012345679012345,1989.0,28.0,외야수,7,6년차 이상,0.0264900662251655,안타형,1.2537109058877114,0.3076635383988809,58,매우 불안정
23,권희동,2013,NC,0.203,121,349,42,71,19,1,15,137,54,4,1,36,2,75,6,0.393,0.279,3,177cm/85kg,1990년 12월 30일,외야수(우투우타),동천초-경주중-경주고-경남대-NC-상무,3000만원,0.672,177.0,85.0,27.13141179099237,1990.0,24.0,외야수,6,6년차 이상,0.0429799426934097,장타형,1.0295153840134592,0.2630983759145506,102,불안정
23,권희동,2014,NC,0.285,101,221,39,63,10,2,7,98,36,6,1,25,3,43,4,0.443,0.363,2,177cm/85kg,1990년 12월 30일,외야수(우투우타),동천초-경주중-경주고-경남대-NC-상무,3000만원,0.8059999999999999,177.0,85.0,27.13141179099237,1990.0,25.0,외야수,6,6년차 이상,0.0316742081447963,장타형,1.2010990247563835,0.327680785523815,84,불안정
24,김강민,2006,SK,0.276,96,145,20,40,9,1,1,54,14,8,5,14,1,30,3,0.3720000000000001,0.342,2,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.7140000000000001,182.0,85.0,25.661152034778407,1982.0,25.0,외야수,17,6년차 이상,0.0068965517241379,안타형,1.3182426074203923,0.3072715256426759,69,매우 불안정
24,김강민,2007,SK,0.243,124,334,51,81,10,3,4,109,18,19,10,28,6,57,6,0.326,0.312,1,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.638,182.0,85.0,25.661152034778407,1982.0,26.0,외야수,17,6년차 이상,0.0119760479041916,안타형,1.1873467306849812,0.2821104991932692,110,불안정
24,김강민,2008,SK,0.271,106,258,38,70,16,3,3,101,32,16,8,26,6,46,2,0.391,0.352,8,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.743,182.0,85.0,25.661152034778407,1982.0,27.0,외야수,17,6년차 이상,0.0116279069767441,안타형,1.138721184805423,0.300662347917923,95,불안정
24,김강민,2009,SK,0.267,104,341,48,91,18,3,12,151,42,10,7,24,5,67,7,0.443,0.3229999999999999,5,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.7659999999999999,182.0,85.0,25.661152034778407,1982.0,28.0,외야수,17,6년차 이상,0.0351906158357771,장타형,0.997865723168262,0.2583459478091953,99,안정
24,김강민,2010,SK,0.317,115,401,74,127,19,2,10,180,72,23,9,33,2,51,5,0.449,0.369,1,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.8180000000000001,182.0,85.0,25.661152034778407,1982.0,29.0,외야수,17,6년차 이상,0.0249376558603491,안타형,0.8044850039095807,0.2447563294058241,114,매우 안정
24,김강민,2011,SK,0.281,80,281,37,79,14,1,8,119,33,9,4,20,2,56,3,0.423,0.331,2,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.754,182.0,85.0,25.661152034778407,1982.0,30.0,외야수,17,6년차 이상,0.0284697508896797,장타형,0.9132988839534164,0.2399880617141661,77,안정
24,김강민,2012,SK,0.272,123,427,49,116,20,0,5,151,31,11,10,29,4,72,7,0.354,0.322,2,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.6759999999999999,182.0,85.0,25.661152034778407,1982.0,31.0,외야수,17,6년차 이상,0.0117096018735363,안타형,0.9616670821395692,0.2497988884094247,123,안정
24,김강민,2013,SK,0.301,105,352,39,106,22,3,10,164,55,10,6,36,4,54,10,0.466,0.37,3,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.8360000000000001,182.0,85.0,25.661152034778407,1982.0,32.0,외야수,17,6년차 이상,0.0284090909090909,장타형,0.960555036493734,0.2843623325857687,101,안정
24,김강민,2014,SK,0.302,113,430,86,130,29,3,16,213,82,32,5,43,4,91,12,0.495,0.368,3,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.863,182.0,85.0,25.661152034778407,1982.0,33.0,외야수,17,6년차 이상,0.0372093023255813,장타형,0.773528144757452,0.2264181340383791,112,매우 안정
24,김강민,2015,SK,0.246,96,293,43,72,17,0,4,101,31,7,4,23,7,83,6,0.345,0.315,1,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.6599999999999999,182.0,85.0,25.661152034778407,1982.0,34.0,외야수,17,6년차 이상,0.0136518771331058,안타형,1.157396165796999,0.2524649878139608,91,불안정
24,김강민,2016,SK,0.298,115,366,59,109,21,0,10,160,47,12,5,32,12,89,5,0.4370000000000001,0.371,2,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.8079999999999999,182.0,85.0,25.661152034778407,1982.0,35.0,외야수,17,6년차 이상,0.0273224043715847,안타형,0.9274924384145016,0.2597530906392994,112,안정
24,김강민,2017,SK,0.219,88,183,31,40,5,1,5,62,18,10,4,15,5,50,3,0.339,0.296,2,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.635,182.0,85.0,25.661152034778407,1982.0,36.0,외야수,17,6년차 이상,0.0273224043715847,안타형,1.3400223198538146,0.3087306325153396,68,매우 불안정
24,김강민,2018,SK,0.298,80,235,40,70,14,0,14,126,46,10,6,22,5,57,1,0.536,0.37,2,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.906,182.0,85.0,25.661152034778407,1982.0,37.0,외야수,17,6년차 이상,0.0595744680851063,장타형,0.903599980731998,0.279140275737866,71,안정
28,김규민,2018,넥센,0.295,104,298,47,88,9,2,3,110,40,8,4,27,6,89,3,0.369,0.361,7,188cm/85kg,1993년 01월 26일,외야수(좌투좌타),일산초-자양중-휘문고,5000만원,0.73,188.0,85.0,24.049343594386603,1993.0,26.0,외야수,2,5년차 이하,0.0100671140939597,안타형,1.0859138868232563,0.2844332338644073,95,불안정
101,문선재,2013,LG,0.267,93,217,31,58,10,1,4,82,25,8,5,13,3,71,1,0.378,0.316,4,184cm/80kg,1990년 05월 20일,외야수(우투우타),광주서림초-광주동성중-광주동성고-LG-상무,5000만원,0.6940000000000001,184.0,80.0,23.629489603024577,1990.0,24.0,외야수,9,6년차 이상,0.0184331797235023,안타형,1.327397492503841,0.3038773953145766,87,매우 불안정
101,문선재,2015,LG,0.226,103,212,27,48,13,1,5,78,27,9,6,23,3,54,4,0.368,0.31,3,184cm/80kg,1990년 05월 20일,외야수(우투우타),광주서림초-광주동성중-광주동성고-LG-상무,5000만원,0.6779999999999999,184.0,80.0,23.629489603024577,1990.0,26.0,외야수,9,6년차 이상,0.0235849056603773,안타형,1.5215139537623616,0.2930643354121821,88,매우 불안정
101,문선재,2016,LG,0.288,52,111,28,32,3,2,7,60,16,5,0,10,0,29,1,0.541,0.344,0,184cm/80kg,1990년 05월 20일,외야수(우투우타),광주서림초-광주동성중-광주동성고-LG-상무,5000만원,0.885,184.0,80.0,23.629489603024577,1990.0,27.0,외야수,9,6년차 이상,0.063063063063063,장타형,1.3706836481003728,0.3178629657899432,128,매우 불안정
30,김동엽,2016,SK,0.336,57,143,19,48,8,0,6,74,23,2,1,5,1,41,3,0.517,0.36,0,186cm/101kg,1990년 07월 24일,외야수(우투우타),천안남산초-천안북중-북일고,,0.877,186.0,101.0,29.194126488611396,1990.0,27.0,외야수,3,5년차 이하,0.0419580419580419,장타형,1.0349645607592624,0.3117214688953492,56,불안정
30,김동엽,2017,SK,0.277,125,393,58,109,18,1,22,195,70,2,4,23,9,62,6,0.496,0.329,5,186cm/101kg,1990년 07월 24일,외야수(우투우타),천안남산초-천안북중-북일고,,0.825,186.0,101.0,29.194126488611396,1990.0,28.0,외야수,3,5년차 이하,0.0559796437659033,장타형,0.963172462479728,0.2606308140341487,123,안정
30,김동엽,2018,SK,0.252,124,421,58,106,15,0,27,202,76,11,2,17,4,108,13,0.48,0.285,3,186cm/101kg,1990년 07월 24일,외야수(우투우타),천안남산초-천안북중-북일고,,0.7649999999999999,186.0,101.0,29.194126488611396,1990.0,29.0,외야수,3,5년차 이하,0.0641330166270783,장타형,1.0570063010690522,0.2480907351269511,121,불안정
31,김동욱,2017,KT,0.287,83,209,28,60,9,0,4,81,24,1,0,6,3,44,7,0.388,0.309,4,183cm/89kg,1988년 06월 24일,내야수(우투우타),신광초-경복중-대구고-삼성,13000만원,0.6970000000000001,183.0,89.0,26.575890590940304,1988.0,30.0,내야수,12,6년차 이상,0.0191387559808612,안타형,1.0904685738370987,0.3304450223748784,77,불안정
33,김동한,2016,롯데,0.252,78,107,9,27,6,0,0,33,14,5,1,6,0,19,1,0.308,0.292,2,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,4000만원,0.6,174.0,74.0,24.441802087462015,1988.0,29.0,내야수,7,6년차 이상,0.0,안타형,1.434448306707767,0.3283618062633765,49,매우 불안정
33,김동한,2017,롯데,0.236,81,178,26,42,19,0,3,70,14,4,3,14,0,25,2,0.393,0.292,7,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,4000만원,0.685,174.0,74.0,24.441802087462015,1988.0,30.0,내야수,7,6년차 이상,0.0168539325842696,안타형,1.2723604855021349,0.2981693258954497,66,매우 불안정
35,김문호,2013,롯데,0.263,40,137,19,36,10,0,0,46,10,8,5,21,3,31,1,0.336,0.373,3,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.7090000000000001,185.0,102.0,29.802775748721693,1987.0,27.0,외야수,13,6년차 이상,0.0,안타형,1.040792727499493,0.2762103776825577,39,불안정
35,김문호,2014,롯데,0.214,71,192,28,41,11,3,2,64,27,4,0,19,5,51,2,0.333,0.301,4,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.634,185.0,102.0,29.802775748721693,1987.0,28.0,외야수,13,6년차 이상,0.0104166666666666,안타형,1.4440722456899804,0.2705812137126175,66,매우 불안정
35,김문호,2015,롯데,0.306,93,288,35,88,13,0,4,113,31,8,5,25,4,45,11,0.392,0.3670000000000001,3,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.759,185.0,102.0,29.802775748721693,1987.0,29.0,외야수,13,6년차 이상,0.0138888888888888,안타형,0.9936468641126652,0.2622723697485784,92,안정
35,김문호,2016,롯데,0.325,140,526,77,171,28,3,7,226,70,12,15,62,6,70,15,0.43,0.401,5,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.831,185.0,102.0,29.802775748721693,1987.0,30.0,외야수,13,6년차 이상,0.0133079847908745,안타형,0.8120603806017307,0.263079901890804,137,매우 안정
35,김문호,2017,롯데,0.292,131,390,49,114,17,1,2,139,35,9,4,37,13,73,5,0.356,0.3720000000000001,4,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.728,185.0,102.0,29.802775748721693,1987.0,31.0,외야수,13,6년차 이상,0.0051282051282051,안타형,0.9943609935190966,0.287848489790569,122,안정
35,김문호,2018,롯데,0.25,46,100,12,25,7,0,2,38,16,1,0,13,0,27,2,0.38,0.336,2,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.716,185.0,102.0,29.802775748721693,1987.0,32.0,외야수,13,6년차 이상,0.02,안타형,1.4336641407804895,0.3193690850193936,41,매우 불안정
36,김민성,2009,롯데,0.248,114,327,51,81,17,0,4,110,37,5,5,48,4,72,8,0.336,0.349,8,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.685,181.0,94.0,28.692652849424626,1988.0,22.0,내야수,12,6년차 이상,0.0122324159021406,안타형,1.054734134138743,0.2417099057401286,104,불안정
36,김민성,2010,넥센,0.2,80,180,26,36,4,0,2,46,12,1,0,18,11,41,6,0.256,0.31,3,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.5660000000000001,181.0,94.0,28.692652849424626,1988.0,23.0,내야수,12,6년차 이상,0.0111111111111111,안타형,1.4873242455901607,0.2881241654500746,69,매우 불안정
36,김민성,2011,넥센,0.236,124,314,37,74,10,1,4,98,23,12,3,26,9,51,4,0.312,0.311,8,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.623,181.0,94.0,28.692652849424626,1988.0,24.0,내야수,12,6년차 이상,0.0127388535031847,안타형,1.23491767960977,0.3052687361395242,113,매우 불안정
36,김민성,2012,넥센,0.283,71,219,24,62,9,0,4,83,22,7,2,17,6,58,2,0.379,0.346,3,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.725,181.0,94.0,28.692652849424626,1988.0,25.0,내야수,12,6년차 이상,0.0182648401826484,장타형,0.8650668612914525,0.2503261110693623,69,매우 안정
